siren_nic,code_attraction_centre,code_commune_geo,name_commune_src_attr,name_attraction_centre,category_attraction_centre,code_region,name_region,code_department,code_commune_geo.y,name_commune,population_commune,latitude,longitude,siren.x,nic.x,siret,date_creation,year_workforce_record_update,date_latest_update,headquarter,date_creation_legal_unit,category,legal_shop_name,acronym_shop,popular_name_1,popular_name_2,popular_name_3,owner_gender,owner_lastname,owner_lastname_chosen,owner_firstname_1,owner_firstname_2,owner_firstname_3,owner_firstname_4,owner_firstname_used,owner_pseudonym,apen_code,rna_registration_code,social_category,workforce_category,year_workforce_survey,nic_centralized,date_sirene_last_update,category_business,year_category_survey,shop_address_complement_1,name_commune_src_etab,shop_address_complement_2,franchise_1,franchise_2,franchise_3,shop_name_public,shop_address_1,shop_address_2,population_attr_centre,siren.y,nic.y,franchise,carte_blanche,itelis,kalixia,sante_clair,seveane,promotion,audio_service,image date,website,shop_address_python,shop_lat,shop_long
3.90E+11,570,67281,Marckolsheim,Marckolsheim,11,44,Grand Est,67,281,Marckolsheim,4215,48.14962224,7.56101806,390425882,185,3.90E+13,19-10-2021 00:00,,23-11-2021 03:59,TRUE,01-06-1993 00:00,5710,EUROPTIQUE,,,,,,,,,,,,,,47.78A,,N,12,2019,185,08-12-2021 09:13,PME,2019,,MARCKOLSHEIM,,,,,,3 RUE CLEMENCEAU 67390,  ,6723,390425882,185,atol,0,0,0,0,0,,0,01-01-2022 00:00,https://www.opticiens-atol.com/opticiens/marckolsheim-3-rue-clemenceau?utm_source=Yext&utm_medium=GMB&y_source=1_MTUwOTUzOTYtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,3+RUE+CLEMENCEAU+67390+Marckolsheim,48.165105,7.544031
50862413724,570,67281,Marckolsheim,Marckolsheim,11,44,Grand Est,67,281,Marckolsheim,4215,48.14962224,7.56101806,508624137,24,5.09E+13,31-08-2011 00:00,2019,27-10-2021 08:12,TRUE,01-10-2008 00:00,5710,ZO SAS,,OPTIC BUREL,,,,,,,,,,,,47.78A,,,1,2019,24,27-10-2021 08:12,PME,2019,C.CIAL SUPER U,MARCKOLSHEIM,,,,,,14 AV DE L EUROPE 67390,  ,6723,508624137,24,,0,0,0,0,0,,1,01-01-2020 00:00,https://www.opticburel.fr/?utm_source=Google&utm_medium=My%20Business,14+AV+DE+L+EUROPE+67390+Marckolsheim,48.164702,7.555796
45108350537,486,48092,Marvejols,Marvejols,11,76,Occitanie,48,92,Marvejols,4963,44.55811819,3.287808867,451083505,37,4.51E+13,21-06-2016 00:00,2019,27-10-2021 08:06,TRUE,01-12-2003 00:00,5499,PASCAL OPTIQUE,SARL,SARL PASCAL OPTIQUE,,,,,,,,,,,,47.78A,,N,1,2019,37,27-10-2021 08:06,PME,2019,,MARVEJOLS,,,,,SARL PASCAL OPTIQUE,11 B PL HENRI CORDESSE 48100,  ,9781,,,,0,0,0,0,0,,0,01-02-2017 00:00,https://www.pascaloptique-marvejols.fr/,11+B+PL+HENRI+CORDESSE+48100+Marvejols,44.552458,3.290812
75291091922,486,48092,Marvejols,Marvejols,11,76,Occitanie,48,92,Marvejols,4963,44.55811819,3.287808867,752910919,22,7.53E+13,16-06-2017 00:00,,10-01-2018 13:40,FALSE,17-07-2012 00:00,5499,SARL OPTIMENDE,,,,,,,,,,,,,,47.78A,,N,3,2019,14,19-02-2022 03:40,PME,2019,,MARVEJOLS,,OPTIM,,,SARL OPTIMENDE,8 BD DE CHAMBRUN 48100,  ,9781,,,,0,0,0,0,0,,0,01-10-2017 00:00,https://www.opticiensoptim.com/?utm_source=gmb,8+BD+DE+CHAMBRUN+48100+Marvejols,44.552593,3.292458
8.13E+11,486,48092,Marvejols,Marvejols,11,76,Occitanie,48,92,Marvejols,4963,44.55811819,3.287808867,813179793,852,8.13E+13,01-07-2017 00:00,,12-07-2017 16:12,FALSE,06-07-2015 00:00,8210,MUTUALITE FRANCAISE GRAND SUD SSAM,MFGS,,,,,,,,,,,,,65.12Z,,O,41,2019,1165,15-03-2022 09:53,ETI,2019,,MARVEJOLS,,LES OPTICIENS MUTUALISTES,,,,7 B PORTE DE CHANELLES 48100,  ,9781,,,ecouter voir,0,1,1,1,1,,1,01-05-2022 00:00,https://www.ecoutervoir.fr/trouver-un-magasin/marvejols/,7+B+PORTE+DE+CHANELLES+48100+Marvejols,44.551642,3.289946
48056034138,639,65304,Maubourguet,Maubourguet,11,76,Occitanie,65,304,Maubourguet,2408,43.46885616,0.044250934,480560341,38,4.81E+13,23-08-2007 00:00,2019,27-10-2021 08:16,TRUE,01-02-2005 00:00,1000,,,,,,M,ROYO,,ERIC,JESUS,,,ERIC,,47.78A,,,1,2019,38,27-10-2021 08:16,PME,2019,,MAUBOURGUET,,65 OPTIK,,,,223 RUE GEORGES CLEMENCEAU 65700,  ,4710,480560341,38,,1,1,0,0,0,,1,01-05-2016 00:00,http://www.64optik.com/,223+RUE+GEORGES+CLEMENCEAU+65700+Maubourguet,43.468309,0.035799
81089833819,639,65304,Maubourguet,Maubourguet,11,76,Occitanie,65,304,Maubourguet,2408,43.46885616,0.044250934,810898338,19,8.11E+13,09-04-2015 00:00,,07-09-2019 08:33,TRUE,09-04-2015 00:00,5499,OPTIQUE DU VAL D'ADOUR,,,,,,,,,,,,,,47.78A,,N,,,19,09-07-2020 12:19,PME,2019,CENTRE COMMERCIAL DU VAL D'ADOUR,MAUBOURGUET,,A VUE D'OEIL,,,A VUE D'OEIL,  ZONE D'ACTIVITE DU MARMAJOU 65700,  ,4710,810898338,19,,,,,,,,,,https://www.pagesjaunes.fr/pros/56290175,ZONE+D'ACTIVITE+DU+MARMAJOU+65700+Maubourguet,43.440777,0.044503
45028515014,515,15120,Mauriac,Mauriac,11,84,Auvergne-Rhône-Alpes,15,120,Mauriac,3844,45.21832207,2.316784754,450285150,14,4.50E+13,01-07-2003 00:00,2019,27-10-2021 08:05,TRUE,01-07-2003 00:00,5499,OPTIQUE LEYMONIE,,,,,,,,,,,,,,47.78A,,,2,2019,14,27-10-2021 08:05,PME,2019,,MAURIAC,,,,,, RUE DU DOCTEUR EMILE CHAVIALLE 15200,  ,8756,,,,,,,,,,,,https://www.optique-leymonie.com/,RUE+DU+DOCTEUR+EMILE+CHAVIALLE+15200+Mauriac,45.215901,2.335705
77907650466,515,15120,Mauriac,Mauriac,11,84,Auvergne-Rhône-Alpes,15,120,Mauriac,3844,45.21832207,2.316784754,779076504,66,7.79E+13,01-04-2010 00:00,2019,27-10-2021 08:55,FALSE,01-01-1900 00:00,8210,MUTUALITE FRANCAISE CANTAL,,,,,,,,,,,,,,65.12Z,,O,12,2019,17,27-10-2021 08:55,PME,2019,,MAURIAC,,CENTRE D OPTIQUE MUTUALISTE,,,,15 RUE DE LA REPUBLIQUE 15200,  ,8756,,,ecouter voir,1,0,1,1,1,,1,01-04-2022 00:00,https://www.ecoutervoir.fr/trouver-un-magasin/mauriac/,15+RUE+DE+LA+REPUBLIQUE+15200+Mauriac,45.218862,2.333869
78857632014,515,15120,Mauriac,Mauriac,11,84,Auvergne-Rhône-Alpes,15,120,Mauriac,3844,45.21832207,2.316784754,788576320,14,7.89E+13,01-11-2012 00:00,2019,27-10-2021 08:56,TRUE,01-11-2012 00:00,5710,OPTIQUE DU MARSALOU,,OPTIQUE DU MARSALOU,,,,,,,,,,,,47.78A,,,2,2019,14,27-10-2021 08:56,PME,2019,ROUTE D'AURILLAC,MAURIAC,,OPTIQUE DU MARSALOU,,,,  MARSALOU 15200,  ,8756,,,atol,0,0,0,0,0,,1,01-02-2021 00:00,https://www.opticiens-atol.com/opticiens,MARSALOU+15200+Mauriac,45.21354,2.346451
83030139616,515,15120,Mauriac,Mauriac,11,84,Auvergne-Rhône-Alpes,15,120,Mauriac,3844,45.21832207,2.316784754,830301396,16,8.30E+13,13-06-2017 00:00,2019,27-10-2021 09:34,TRUE,13-06-2017 00:00,5499,TSG OPTIQUE,,,,,,,,,,,,,,47.78A,,N,1,2019,16,27-10-2021 09:34,PME,2019,,MAURIAC,,,,,TSG OPTIQUE,2 AV CHARLES PERIE 15200,  ,8756,,,,,,,,,,,,,2+AV+CHARLES+PERIE+15200+Mauriac,45.21914,2.335472
84891865227,515,15120,Mauriac,Mauriac,11,84,Auvergne-Rhône-Alpes,15,120,Mauriac,3844,45.21832207,2.316784754,848918652,27,8.49E+13,17-04-2019 00:00,,15-06-2021 09:52,TRUE,05-03-2019 00:00,5710,JULIEN OPTIQUE 2,,,,,,,,,,,,,,47.78A,,N,,,27,21-06-2021 10:59,PME,2019,,MAURIAC,,,,,,2 AV CHARLES PERIE 15200,  ,8756,,,,0,0,0,0,0,,0,01-02-2021 00:00,https://www.julienoptique-mauriac.fr/,2+AV+CHARLES+PERIE+15200+Mauriac,45.21914,2.335472
53793202232,487,79174,Melle,Melle,11,75,Nouvelle-Aquitaine,79,174,Melle,6540,46.23095837,-0.147888713,537932022,32,5.38E+13,27-05-2016 00:00,2019,27-10-2021 08:44,FALSE,17-11-2011 00:00,5499,BALMA OPTIQUE,,,,,,,,,,,,,,47.78A,,N,2,2019,16,06-11-2021 13:37,PME,2019,,MELLE,,,,,,7 PL DU MARCHE 79500,  ,9770,,,,0,1,1,1,0,,0,01-08-2021 00:00,https://optiquealaux-melle.monopticien.com/,7+PL+DU+MARCHE+79500+Melle,46.221761,-0.14476
49193085529,476,59400,Merville,Merville,11,32,Hauts-de-France,59,400,Merville,9811,50.64492939,2.635826534,491930855,29,4.92E+13,28-06-2019 00:00,2019,27-10-2021 08:30,TRUE,18-09-2006 00:00,5499,VALERIE OPTIQUE,,,,,,,,,,,,,,47.78A,,N,2,2019,29,27-10-2021 08:30,PME,2019,,MERVILLE,,GRAND OPTICAL,,,,1 PL DE LA LIBERATION 59660,  ,9811,,,grandoptical,1,0,1,0,0,,0,01-06-2019 00:00,https://www.grandoptical.com/opticien/l/merville/1-place-de-la-liberation/1800632?utm_medium=gmb&utm_source=gmb_lien_web,1+PL+DE+LA+LIBERATION+59660+Merville,50.642414,2.639429
50463138324,476,59400,Merville,Merville,11,32,Hauts-de-France,59,400,Merville,9811,50.64492939,2.635826534,504631383,24,5.05E+13,16-08-2012 00:00,,23-02-2021 14:17,TRUE,16-06-2008 00:00,5499,OPTIC BAILLY,,OPTIC BAILLY,,,,,,,,,,,,47.78A,,,,,24,09-07-2020 10:45,PME,2019,,MERVILLE,,,,,,50  GRAND PLACE 59660,  ,9811,,,,0,0,0,0,0,,0,01-04-2019 00:00,https://opticien.opticaldiscount.com/71-optical-discount-merville?utm_source=gmb,50++GRAND+PLACE+59660+Merville,50.644572,2.641241
48428857632,609,47168,Miramont-de-Guyenne,Miramont-de-Guyenne,11,75,Nouvelle-Aquitaine,47,168,Miramont-de-Guyenne,3259,44.583345,0.356429133,484288576,32,4.84E+13,02-04-2012 00:00,2019,27-10-2021 08:21,FALSE,26-09-2005 00:00,5499,SARL DROPTIQUE,,L'OPTIQUE DU DROPT,,,,,,,,,,,,47.78A,,,2,2019,24,27-10-2021 08:21,PME,2019,,MIRAMONT-DE-GUYENNE,,,,,,4 BD GEORGES CLEMENCEAU 47800,  ,5702,484288576,32,atol,0,0,0,0,0,,0,01-03-2021 00:00,https://www.opticiens-atol.com/opticiens/miramont-de-guyenne-4-boulevard-clemenceau?utm_source=Yext&utm_medium=GMB&y_source=1_MTUwOTU3ODctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,4+BD+GEORGES+CLEMENCEAU+47800+Miramont-de-Guyenne,44.6003,0.360426
51980807513,609,47168,Miramont-de-Guyenne,Miramont-de-Guyenne,11,75,Nouvelle-Aquitaine,47,168,Miramont-de-Guyenne,3259,44.583345,0.356429133,519808075,13,5.20E+13,15-02-2010 00:00,,14-11-2019 14:00,TRUE,15-02-2010 00:00,5499,MIRAMONT OPTIQUE,,,,,,,,,,,,,,47.78A,,,NN,,13,20-05-2017 12:41,PME,2019,,MIRAMONT-DE-GUYENNE,,MIRAMONT OPTIQUE,,,,20 RUE DU TEMPLE 47800,  ,5702,519808075,13,,0,0,0,0,0,,0,01-04-2021 00:00,https://www.miramont-optique.fr/,20+RUE+DU+TEMPLE+47800+Miramont-de-Guyenne,44.601146,0.361814
45182216716,654,32256,Mirande,Mirande,11,76,Occitanie,32,256,Mirande,3794,43.5186714,0.410792361,451822167,16,4.52E+13,23-02-2004 00:00,2019,27-10-2021 08:07,TRUE,23-02-2004 00:00,1000,,,HELENE OPTIQUE,,,F,FANLOU,,HELENE,,,,HELENE,,47.78A,,,2,2019,16,27-10-2021 08:07,PME,2019,,MIRANDE,,,,,,7 RUE DU PRESIDENT WILSON 32300,  ,4489,451822167,16,,0,0,0,0,0,,0,01-07-2020 00:00,https://heleneoptique.com/,7+RUE+DU+PRESIDENT+WILSON+32300+Mirande,43.514769,0.40504
75122100313,654,32256,Mirande,Mirande,11,76,Occitanie,32,256,Mirande,3794,43.5186714,0.410792361,751221003,13,7.51E+13,18-04-2012 00:00,2019,27-10-2021 08:50,TRUE,18-04-2012 00:00,5710,MIRANDE OPTIQUE ALVT,,,,,,,,,,,,,,47.78A,,,1,2019,13,27-10-2021 08:50,PME,2019,,MIRANDE,,MIRANDE OPTIQUE,,,,4 PL D'ASTARAC 32300,  ,4489,751221003,13,,0,0,0,0,0,,0,01-06-2016 00:00,,4+PL+D'ASTARAC+32300+Mirande,43.514293,0.404554
38229457738,545,51380,Montmirail,Montmirail,11,44,Grand Est,51,380,Montmirail,3648,48.88028691,3.560485563,382294577,38,3.82E+13,18-11-2000 00:00,,04-01-2008 22:07,FALSE,01-07-1991 00:00,5499,OPTIQUE CHARLOT,,,,,,,,,,,,,,47.78A,,,1,2019,12,27-10-2021 08:10,PME,2019,,MONTMIRAIL,,,,,,29 PL REMY PETIT 51210,  ,7594,382294577,38,atol,0,0,0,0,0,,0,01-03-2020 00:00,https://www.opticiens-atol.com/opticiens/montmirail-29-place-remy-petit?utm_source=Yext&utm_medium=GMB&y_source=1_MTUwOTU4MzYtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,29+PL+REMY+PETIT+51210+Montmirail,48.870284,3.538057
48348896110,569,41149,Montoire-sur-le-Loir,Montoire-sur-le-Loir,11,24,Centre-Val de Loire,41,149,Montoire-sur-le-Loir,3978,47.76502696,0.854948191,483488961,10,4.83E+13,20-08-2005 00:00,2019,27-10-2021 08:20,TRUE,20-08-2005 00:00,5499,LAPRESLE OPTIQUE,,,,,,,,,,,,,,47.78A,,,1,2019,10,27-10-2021 08:20,PME,2019,,MONTOIRE-SUR-LE-LOIR,,,,,,42 B PL CLEMENCEAU 41800,  ,6938,483488961,10,,0,0,0,0,0,,0,01-10-2021 00:00,https://www.lapresleoptique.fr/v1/,42+B+PL+CLEMENCEAU+41800+Montoire-sur-le-Loir,47.752863,0.860746
74981056021,569,41149,Montoire-sur-le-Loir,Montoire-sur-le-Loir,11,24,Centre-Val de Loire,41,149,Montoire-sur-le-Loir,3978,47.76502696,0.854948191,749810560,21,7.50E+13,24-02-2012 00:00,2019,27-10-2021 08:48,TRUE,22-02-2012 00:00,5499,BHM OPTIC,,,,,,,,,,,,,,47.78A,,,1,2019,21,27-10-2021 08:48,PME,2019,,MONTOIRE-SUR-LE-LOIR,,OPTIC 2000 ; OPTIQUE L'IRIS BLEU,,,,31 PL CLEMENCEAU 41800,  ,6938,749810560,21,optic 2000,1,0,1,1,1,,0,01-02-2022 00:00,https://opticiens.optic2000.com/opticien-montoire-sur-le-loir-41800-2833,31+PL+CLEMENCEAU+41800+Montoire-sur-le-Loir,47.753404,0.861546
39066559486,679,62588,Montreuil,Montreuil,11,32,Hauts-de-France,62,588,Montreuil,2144,50.46552721,1.770986462,390665594,86,3.91E+13,15-03-2005 00:00,2019,27-10-2021 08:18,FALSE,01-11-1992 00:00,5499,MERLIN DELCLOY HEBERT OPTICIENS,,,,,,,,,,,,,,47.78A,,,11,2019,52,27-10-2021 08:18,PME,2019,,MONTREUIL,,ATOL HEBERT OPTICIENS,,,,58 PL GENERAL DE GAULLE 62170,  ,2144,390665594,86,atol,0,0,0,0,0,,0,01-12-2020 00:00,https://www.opticiens-atol.com/opticiens/montreuil-sur-mer-58-place-du-general-de-gaulle,58+PL+GENERAL+DE+GAULLE+62170+Montreuil,50.462426,1.76025
39878193043,679,62588,Montreuil,Montreuil,11,32,Hauts-de-France,62,588,Montreuil,2144,50.46552721,1.770986462,398781930,43,3.99E+13,01-04-2017 00:00,,23-02-2021 11:22,TRUE,01-11-1994 00:00,1000,,,OPTIQUE TESTU,,,M,TESTU,,CHRISTOPHE,HENRI,,,CHRISTOPHE,,47.78A,,,2,2019,43,27-10-2021 08:24,PME,2019,,MONTREUIL,,,,,OPTIQUE TESTU,73 RUE PIERRE LEDENT 62170,  ,2144,398781930,43,optic 2000,1,0,0,0,0,,0,01-02-2020 00:00,https://opticiens.optic2000.com/opticien-montreuil-sur-mer-62170-550/actualites,73+RUE+PIERRE+LEDENT+62170+Montreuil,50.464425,1.761133
48513011626,679,62588,Montreuil,Montreuil,11,32,Hauts-de-France,62,588,Montreuil,2144,50.46552721,1.770986462,485130116,26,4.85E+13,15-10-2014 00:00,,29-09-2018 12:29,TRUE,01-12-2005 00:00,5499,VIOLAINE ET AMELIE OPTIQUE,,CLIN D'OEIL OPTIQUE,,,,,,,,,,,,47.78A,,,NN,,26,29-09-2018 12:29,PME,2019,,MONTREUIL,,CLIN D'OEIL OPTIQUE,,,CLIN D'OEIL OPTIQUE,17 PL GENERAL DE GAULLE 62170,  ,2144,485130116,26,,0,0,0,0,0,,0,01-05-2019 00:00,,17+PL+GENERAL+DE+GAULLE+62170+Montreuil,50.461219,1.759399
53405974614,679,62588,Montreuil,Montreuil,11,32,Hauts-de-France,62,588,Montreuil,2144,50.46552721,1.770986462,534059746,14,5.34E+13,01-08-2011 00:00,2019,27-10-2021 08:42,TRUE,01-08-2011 00:00,5710,MONTR'OEIL OPTIQUE,,,,,,,,,,,,,,47.78A,,N,1,2019,14,27-10-2021 08:42,PME,2019,,MONTREUIL,,,,,,55 PL GENERAL DE GAULLE 62170,  ,2144,534059746,14,,0,0,0,0,0,,1,01-05-2019 00:00,,55+PL+GENERAL+DE+GAULLE+62170+Montreuil,50.462228,1.759952
51403052714,613,40197,Morcenx-la-Nouvelle,Morcenx-la-Nouvelle,11,75,Nouvelle-Aquitaine,40,197,Morcenx-la-Nouvelle,5230,44.04109363,-0.888623636,514030527,14,5.14E+13,03-07-2009 00:00,2019,27-10-2021 08:21,TRUE,03-07-2009 00:00,5710,MATHIO,,OPTIQUE CORRECTION AUDITIVE MATHIO,,,,,,,,,,,,47.78A,,N,2,2019,14,27-10-2021 08:21,PME,2019,CENTRE COMMERCIAL LES GRANDS CAROLINS,MORCENX-LA-NOUVELLE,,OPTIQUE  CORRECTION AUDITIVE MATHIO,,,, RTE DE MONT DE MARSAN 40110,  ,5560,,,,0,0,0,0,0,,1,01-09-2018 00:00,https://optique-audition-mathio.fr/magasins/morcenx/,RTE+DE+MONT+DE+MARSAN+40110+Morcenx-la-Nouvelle,44.023653,-0.902186
80916908912,666,56140,Moréac,Moréac,11,53,Bretagne,56,140,Moréac,3828,47.93280573,-2.803817379,809169089,12,8.09E+13,02-01-2015 00:00,2019,27-10-2021 09:15,TRUE,02-01-2015 00:00,5499,AS2A,,,,,,,,,,,,,,47.78A,,,1,2019,12,27-10-2021 09:15,PME,2019,,MOREAC,,,,,,  INTERMARCHE SUPER ZONE DU BRONUT 56500,  ,3828,809169089,12,alain afflelou,1,0,1,1,1,,1,01-03-2022 00:00,https://www.afflelou.com/opticien/moreac/afflelou-centre-commercial-intermarche-super-zone-du-bronut-56500?utm_source=google&utm_medium=organic&utm_campaign=gmb&y_source=1_MTM4MTE1NzQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,INTERMARCHE+SUPER+ZONE+DU+BRONUT+56500+Moréac,47.921208,-2.818447
33210763094,585,38261,Morestel,Morestel,11,84,Auvergne-Rhône-Alpes,38,261,Morestel,4568,45.68000247,5.470639296,332107630,94,3.32E+13,31-03-2018 00:00,,28-11-2018 16:36,FALSE,01-01-1985 00:00,5710,OPTIQUE CH MARIN,,,,,,,,,,,,,,47.78A,,N,12,2019,45,22-02-2022 10:13,PME,2019,,MORESTEL,,,,,,277  GRANDE RUE 38510,  ,6314,,,krys,0,0,0,0,0,,1,01-06-2019 00:00,https://www.krys.com/opticien/france/isere/opticien-morestel/morestel-granderue,277++GRANDE+RUE+38510+Morestel,45.675848,5.4715
84783905727,585,38261,Morestel,Morestel,11,84,Auvergne-Rhône-Alpes,38,261,Morestel,4568,45.68000247,5.470639296,847839057,27,8.48E+13,18-02-2019 00:00,2019,27-10-2021 09:46,FALSE,29-01-2019 00:00,5710,OP'TIK MORESTEL,,,,,,,,,,,,,,47.78A,,N,2,2019,19,27-10-2021 09:46,PME,2019,,MORESTEL,,,,,,  215/233 GRANDE RUE 38510,  ,6314,,,,1,0,0,1,0,,0,01-06-2019 00:00,https://www.monopticien.com/magasin/optik-morestel-2893,215/233+GRANDE+RUE+38510+Morestel,45.676065,5.471162
51202578420,541,57483,Morhange,Morhange,11,44,Grand Est,57,483,Morhange,3527,48.92744044,6.642195515,512025784,20,5.12E+13,02-01-2012 00:00,2019,27-10-2021 08:18,FALSE,15-04-2009 00:00,5499,ETINCELLE,,VISIOLYS,,,,,,,,,,,,47.78A,,N,3,2019,12,27-10-2021 08:18,PME,2019,,MORHANGE,,VISIOLYS,,,,21 PL DE LA REPUBLIQUE 57340,  ,7664,512025784,20,,0,0,0,0,0,,0,01-10-2021 00:00,http://www.visiolys.fr/,21+PL+DE+LA+REPUBLIQUE+57340+Morhange,48.923739,6.635357
52083411022,541,57483,Morhange,Morhange,11,44,Grand Est,57,483,Morhange,3527,48.92744044,6.642195515,520834110,22,5.21E+13,15-02-2018 00:00,,04-09-2018 08:38,FALSE,16-02-2010 00:00,5499,SARL  LES GRANDS OPTICIENS,,,,,,,,,,,,,,47.78A,,N,2,2019,14,27-10-2021 08:28,PME,2019,,MORHANGE,,,,,LES GRANDS OPTICIENS, RUE GEORGES POMPIDOU 57340,  ,7664,520834110,22,,0,0,0,0,1,,1,01-05-2022 00:00,http://www.lesgrandsopticiens.fr/index.php/mutuelles/,RUE+GEORGES+POMPIDOU+57340+Morhange,48.932415,6.652155
84200859113,541,57483,Morhange,Morhange,11,44,Grand Est,57,483,Morhange,3527,48.92744044,6.642195515,842008591,13,8.42E+13,31-08-2018 00:00,2019,27-10-2021 09:44,TRUE,31-08-2018 00:00,5499,NHN OPTIQUE,,,,,,,,,,,,,,47.78A,,N,1,2019,13,27-10-2021 09:44,PME,2019,,MORHANGE,,,,,VISION PLUS,1 RUE DU PRESIDENT POINCARE 57340,  ,7664,842008591,13,vision plus,1,0,1,0,1,,0,01-10-2021 00:00,https://www.lecollectifdeslunetiers.fr/opticien/france/moselle/opticien-morhange/morhange-ville,1+RUE+DU+PRESIDENT+POINCARE+57340+Morhange,48.924308,6.638508
33824706722,550,74191,Morzine,Morzine,11,84,Auvergne-Rhône-Alpes,74,191,Morzine,2860,46.17321351,6.742521444,338247067,22,3.38E+13,15-06-1986 00:00,2019,27-10-2021 08:31,TRUE,15-06-1986 00:00,5499,MORZINE OPTIQUE,,,,,,,,,,,,,,47.78A,,N,1,2019,22,27-10-2021 08:31,PME,2019,,MORZINE,,,,,,371 RTE DU BOURG 74110,  ,7536,,,,0,0,0,0,0,,0,01-06-2018 00:00,https://morzine-optique.business.site/,371+RTE+DU+BOURG+74110+Morzine,46.180899,6.70537
75147847022,550,74191,Morzine,Morzine,11,84,Auvergne-Rhône-Alpes,74,191,Morzine,2860,46.17321351,6.742521444,751478470,22,7.51E+13,01-08-2019 00:00,2019,27-10-2021 08:51,TRUE,06-04-2012 00:00,5499,LA LUNETTERIE MORZINE,,,,,,,,,,,,,,47.78A,,N,1,2019,22,27-10-2021 08:51,PME,2019,,MORZINE,,,,,,73 RTE DE LA PLAGNE 74110,  ,7536,,,,0,0,0,0,0,,0,01-01-2020 00:00,https://www.facebook.com/La-Lunetterie-Morzine-100634508000956/,73+RTE+DE+LA+PLAGNE+74110+Morzine,46.181988,6.703339
32257851925,496,64410,Mourenx,Mourenx,11,75,Nouvelle-Aquitaine,64,410,Mourenx,6660,43.37402207,-0.617464224,322578519,25,3.23E+13,21-07-1981 00:00,2019,27-10-2021 08:22,FALSE,21-07-1981 00:00,5710,COUDERC OPTIQUE SA,,,,,,,,,,,,,,47.78A,,N,2,2019,17,27-10-2021 08:22,PME,2019,,MOURENX,,,,,, BD DE LA REPUBLIQUE 64150,  ,8978,,,,0,0,0,0,0,,0,01-10-2021 00:00,https://www.couderc-optique.fr/,BD+DE+LA+REPUBLIQUE+64150+Mourenx,43.369986,-0.629945
49133311817,496,64410,Mourenx,Mourenx,11,75,Nouvelle-Aquitaine,64,410,Mourenx,6660,43.37402207,-0.617464224,491333118,17,4.91E+13,01-09-2006 00:00,2019,27-10-2021 08:29,TRUE,01-09-2006 00:00,5499,EMICAN,,,,,,,,,,,,,,47.78A,,N,2,2019,17,02-02-2022 03:58,PME,2019,,MOURENX,,LES LUNETTES DE VALERIE,,,LES LUNETTES DE VALERIE,2 PL PIERRE ET MARIE CURIE 64150,  ,8978,,,,0,0,0,0,0,,0,01-08-2021 00:00,,2+PL+PIERRE+ET+MARIE+CURIE+64150+Mourenx,43.371522,-0.628961
52042581048,496,64410,Mourenx,Mourenx,11,75,Nouvelle-Aquitaine,64,410,Mourenx,6660,43.37402207,-0.617464224,520425810,48,5.20E+13,30-01-2012 00:00,2019,27-10-2021 08:27,FALSE,15-02-2010 00:00,5710,SOCIETE NOUVELLE MOURENX DISTRIBUTION,SN MODIS,,,,,,,,,,,,,47.11F,,,22,2019,30,27-10-2021 08:27,PME,2019,GAL MARCHANDE DE E LECLERC BOUTIQ 2,MOURENX,,OPTIQUE E. LECLERC,,,, AV CHARLES MOUREU 64150,  ,8978,,,,0,0,0,0,0,,0,01-03-2021 00:00,https://www.e.leclerc/mag/e-leclerc-mourenx,AV+CHARLES+MOUREU+64150+Mourenx,43.37793,-0.608164
49350601824,622,51388,Mourmelon-le-Grand,Mourmelon-le-Grand,11,44,Grand Est,51,388,Mourmelon-le-Grand,5132,49.1326107,4.387105694,493506018,24,4.94E+13,01-08-2015 00:00,2019,27-10-2021 08:32,TRUE,29-12-2006 00:00,5499,ENTREPRISE UNIPERSONNELLE A RESPONSABILITE LIMITEE  OPTIQUE DE MOURMELON LE GRAND,,,,,,,,,,,,,,47.78A,,,1,2019,24,27-10-2021 08:32,PME,2019,,MOURMELON-LE-GRAND,,,,,,51 RUE DU GENERAL GOURAUD 51400,  ,5132,,,vision plus,0,0,0,0,0,,0,01-08-2021 00:00,https://www.lecollectifdeslunetiers.fr/opticien/france/marne/opticien-mourmelon-le-grand/mourmelon-legrand,51+RUE+DU+GENERAL+GOURAUD+51400+Mourmelon-le-Grand,49.135778,4.365084
50765201430,646,67324,Niederbronn-les-Bains,Niederbronn-les-Bains,11,44,Grand Est,67,324,Niederbronn-les-Bains,4488,48.96381571,7.639860934,507652014,30,5.08E+13,01-08-2020 00:00,,25-08-2020 10:34,TRUE,01-06-2008 00:00,5499,LES CUIRASSIERS,,OPTIQUE DES CUIRASSIERS,,,,,,,,,,,,47.78A,,N,1,2019,30,27-10-2021 08:11,PME,2019,,NIEDERBRONN-LES-BAINS,,,,,,4 RUE DU DOCTEUR MUNSCH 67110,  ,4488,,,,0,0,0,0,0,,0,01-10-2021 00:00,https://www.facebook.com/Optique-les-Cuirassiers-858598417519666/,4+RUE+DU+DOCTEUR+MUNSCH+67110+Niederbronn-les-Bains,48.950244,7.644163
