siren_nic,code_attraction_centre,code_commune_geo,name_commune_src_attr,name_attraction_centre,category_attraction_centre,code_region,name_region,code_department,code_commune_geo.y,name_commune,population_commune,latitude,longitude,siren.x,nic.x,siret,date_creation,year_workforce_record_update,date_latest_update,headquarter,date_creation_legal_unit,category,legal_shop_name,acronym_shop,popular_name_1,popular_name_2,popular_name_3,owner_gender,owner_lastname,owner_lastname_chosen,owner_firstname_1,owner_firstname_2,owner_firstname_3,owner_firstname_4,owner_firstname_used,owner_pseudonym,apen_code,rna_registration_code,social_category,workforce_category,year_workforce_survey,nic_centralized,date_sirene_last_update,category_business,year_category_survey,shop_address_complement_1,name_commune_src_etab,shop_address_complement_2,franchise_1,franchise_2,franchise_3,shop_name_public,shop_address_1,shop_address_2,population_attr_centre,siren.y,nic.y,franchise,carte_blanche,itelis,kalixia,sante_clair,seveane,promotion,audio_service,image date,website,shop_address_python,shop_lat,shop_long
42410089922,633,39006,Aiglepierre,Salins-les-Bains,20,27,Bourgogne-Franche-Comté,39,6,Aiglepierre,452,46.95539445,5.809537944,424100899,22,4.24E+13,02-08-1999 00:00,,05-01-2008 00:50,FALSE,01-08-1999 00:00,3220,ATEN INC,,,,,,,,,,,,,,47.78A,,,NN,,14,06-12-2011 04:24,PME,2019,MME MOUGET MARYSE,AIGLEPIERRE,,,,,,18 RUE DE L EGLISE 39110,  ,5003,,,,,,,,,,,,,18+RUE+DE+L+EGLISE+39110+Aiglepierre,46.95151,5.82174
49143774512,645,73006,Aime-la-Plagne,Aime-la-Plagne,11,84,Auvergne-Rhône-Alpes,73,6,Aime-la-Plagne,4554,45.55257689,6.618369746,491437745,12,4.91E+13,09-08-2006 00:00,2019,27-10-2021 08:29,TRUE,09-08-2006 00:00,5499,AIME OPTIQUE,,AIME OPTIQUE,,,,,,,,,,,,47.78A,,N,2,2019,12,27-10-2021 08:29,PME,2019,,AIME-LA-PLAGNE,,AIME OPTIQUE,,,,262  GRANDE RUE 73210,  ,4554,,,,0,0,0,0,0,,0,01-09-2018 00:00,https://aime-optique.fr/,262++GRANDE+RUE+73210+Aime-la-Plagne,45.557065,6.652818
45149238326,566,66003,Amélie-les-Bains-Palalda,Amélie-les-Bains-Palalda,11,76,Occitanie,66,3,Amélie-les-Bains-Palalda,3492,42.44368591,2.683384321,451492383,26,4.51E+13,01-01-2015 00:00,2019,27-10-2021 08:07,TRUE,08-01-2004 00:00,5499,A  VISION,KD,,,,,,,,,,,,,47.78A,,N,1,2019,26,27-10-2021 08:07,PME,2019,,AMELIE-LES-BAINS-PALALDA,,VISION EXPERT,,,VISION EXPERT 66,21 AV DU VALLESPIR 66110,  ,6897,,,,1,0,0,0,0,,0,01-05-2022 00:00,https://vision-expert-66.com/,21+AV+DU+VALLESPIR+66110+Amélie-les-Bains-Palalda,42.473197,2.669277
45173448723,565,69006,Amplepuis,Amplepuis,11,84,Auvergne-Rhône-Alpes,69,6,Amplepuis,5097,45.96519849,4.326762917,451734487,23,4.52E+13,01-10-2007 00:00,2019,27-10-2021 08:07,FALSE,13-01-2004 00:00,5499,OPTIQUE RABOURDIN,,,,,,,,,,,,,,47.78A,,,11,2019,15,27-10-2021 08:07,PME,2019,,AMPLEPUIS,,LES OPTICIENS RABOURDIN,,,,13 RUE DE L HOTEL DE VILLE 69550,  ,6998,,,,0,1,0,1,0,,0,01-04-2016 00:00,https://www.opticiensrabourdin.fr/,13+RUE+DE+L+HOTEL+DE+VILLE+69550+Amplepuis,45.97326,4.331615
50141803214,565,69006,Amplepuis,Amplepuis,11,84,Auvergne-Rhône-Alpes,69,6,Amplepuis,5097,45.96519849,4.326762917,501418032,14,5.01E+13,02-01-2008 00:00,2019,27-10-2021 08:03,TRUE,02-01-2008 00:00,5499,I.D. OPTIQUE,,I & D OPTICIENS,,,,,,,,,,,,47.78A,,,1,2019,14,27-10-2021 08:03,PME,2019,,AMPLEPUIS,,,,,,10 PL GENERAL DE GAULLE 69550,  ,6998,,,,0,0,0,0,0,,1,01-12-2015 00:00,https://www.id-opticiens.fr/,10+PL+GENERAL+DE+GAULLE+69550+Amplepuis,45.973295,4.332483
52882721521,565,69006,Amplepuis,Amplepuis,11,84,Auvergne-Rhône-Alpes,69,6,Amplepuis,5097,45.96519849,4.326762917,528827215,21,5.29E+13,01-01-2011 00:00,2019,27-10-2021 08:35,FALSE,08-11-2010 00:00,5499,ALEXANDRE OPTIQUE,,,,,,,,,,,,,,47.78A,,,1,2019,13,27-10-2021 08:35,PME,2019,,AMPLEPUIS,,OPTIC 2000,,,,21 RUE DE L HOTEL DE VILLE 69550,  ,6998,,,,0,0,0,0,0,,0,01-09-2017 00:00,http://alexandreoptique.expertsantevisuelle.com/,21+RUE+DE+L+HOTEL+DE+VILLE+69550+Amplepuis,45.973219,4.331928
35218998936,579,39013,Arbois,Arbois,11,27,Bourgogne-Franche-Comté,39,13,Arbois,3544,46.89417498,5.773182533,352189989,36,3.52E+13,01-03-2005 00:00,2019,15-03-2022 04:23,TRUE,30-09-1989 00:00,5710,OPTIC CONTACT,,,,,,,,,,,,,,47.78A,,,1,2019,36,15-03-2022 04:23,PME,2019,,ARBOIS,,,,,,47 GR RUE 39600,  ,6680,,,,0,0,0,0,0,,0,01-09-2021 00:00,,47+GR+RUE+39600+Arbois,46.903535,5.772661
7.76E+11,579,39013,Arbois,Arbois,11,27,Bourgogne-Franche-Comté,39,13,Arbois,3544,46.89417498,5.773182533,775597487,427,7.76E+13,22-09-2014 00:00,2019,27-10-2021 08:54,FALSE,01-01-1900 00:00,8210,MUTUALITE FRANCAISE JURA,,,,,,,,,,,,,,65.12Z,,O,32,2019,62,16-02-2022 09:48,PME,2019,,ARBOIS,,,,,LES OPTICIENS MUTUALISTES,67  GRANDE RUE 39600,  ,6680,,,ecouter voir,0,0,0,0,,,1,01-01-2020 00:00,https://www.ecoutervoir.fr/trouver-un-magasin/arbois/,67++GRANDE+RUE+39600+Arbois,46.903966,5.771793
79016742317,579,39013,Arbois,Arbois,11,27,Bourgogne-Franche-Comté,39,13,Arbois,3544,46.89417498,5.773182533,790167423,17,7.90E+13,19-12-2012 00:00,2019,27-10-2021 08:58,TRUE,19-12-2012 00:00,5499,DEVILLERS,,,,,,,,,,,,,,47.78A,,,1,2019,17,27-10-2021 08:58,PME,2019,,ARBOIS,,OPTIQUE DES VIGNES,,,,73  GRANDE RUE 39600,  ,6680,,,,1,0,0,0,1,,1,01-09-2021 00:00,,73++GRANDE+RUE+39600+Arbois,46.904153,5.771408
90435053512,579,39013,Arbois,Arbois,11,27,Bourgogne-Franche-Comté,39,13,Arbois,3544,46.89417498,5.773182533,904350535,12,9.04E+13,29-09-2021 00:00,,21-10-2021 08:47,TRUE,29-09-2021 00:00,5710,LUNETTERIE MARION LIVET,,,,,,,,,,,,,,47.78A,,N,,,12,21-10-2021 08:47,,,,ARBOIS,,,,,,3 RUE DE LA FAIENCERIE 39600,  ,6680,,,,,,,,,,,,,3+RUE+DE+LA+FAIENCERIE+39600+Arbois,46.906785,5.777888
48791185111,518,65025,Argelès-Gazost,Argelès-Gazost,11,76,Occitanie,65,25,Argelès-Gazost,3070,43.00600167,-0.096362622,487911851,11,4.88E+13,03-02-2006 00:00,,14-11-2019 14:00,TRUE,03-02-2006 00:00,5499,LES LUNETIERS,,,,,,,,,,,,,,47.78A,,,,,11,05-12-2017 02:53,PME,2019,,ARGELES-GAZOST,,LES LUNETIERS,,,,25 RUE MARECHAL FOCH 65400,  ,8603,,,,0,0,0,0,0,,0,01-12-2017 00:00,,25+RUE+MARECHAL+FOCH+65400+Argelès-Gazost,43.007344,-0.099967
51001337811,518,65025,Argelès-Gazost,Argelès-Gazost,11,76,Occitanie,65,25,Argelès-Gazost,3070,43.00600167,-0.096362622,510013378,11,5.10E+13,02-01-2009 00:00,2019,27-10-2021 08:15,TRUE,02-01-2009 00:00,5499,SARL DESPIN,,,,,,,,,,,,,,47.78A,,,1,2019,11,27-10-2021 08:15,PME,2019,,ARGELES-GAZOST,,OPTIC 2000,,,,21 PL DU FOIRAIL 65400,  ,8603,,,,1,1,1,0,1,,0,01-05-2022 00:00,https://opticiens.optic2000.com/opticien-argeles-gazost-65400-2350,21+PL+DU+FOIRAIL+65400+Argelès-Gazost,43.006843,-0.100212
79866389411,518,65025,Argelès-Gazost,Argelès-Gazost,11,76,Occitanie,65,25,Argelès-Gazost,3070,43.00600167,-0.096362622,798663894,11,7.99E+13,22-11-2013 00:00,2019,27-10-2021 09:05,TRUE,22-11-2013 00:00,5710,LC OPTIQUE,,,,,,,,,,,,,,47.78A,,,0,2019,11,27-10-2021 09:05,PME,2019,,ARGELES-GAZOST,,OPTIQUE GUINOISEAU,,,,3 PL DE LA REPUBLIQUE 65400,  ,8603,,,,0,0,0,0,0,,0,01-02-2021 00:00,,3+PL+DE+LA+REPUBLIQUE+65400+Argelès-Gazost,43.005263,-0.10048
40313043819,599,19010,Argentat-sur-Dordogne,Argentat-sur-Dordogne,11,75,Nouvelle-Aquitaine,19,10,Argentat-sur-Dordogne,3136,45.10116676,1.934363084,403130438,19,4.03E+13,15-12-1995 00:00,2019,27-10-2021 08:29,TRUE,15-12-1995 00:00,1000,,,ARGENTAT OPTIQUE,,,M,DELRIEU,,DANIEL,,,,DANIEL,,47.78A,,,1,2019,19,27-10-2021 08:29,PME,2019,,ARGENTAT-SUR-DORDOGNE,,,,,,1 AV HENRI 4 19400,  ,5967,403130438,19,,0,0,0,0,0,,0,01-03-2021 00:00,http://www.argentatoptique.fr/,1+AV+HENRI+4+19400+Argentat-sur-Dordogne,45.093706,1.937956
52908744723,599,19010,Argentat-sur-Dordogne,Argentat-sur-Dordogne,11,75,Nouvelle-Aquitaine,19,10,Argentat-sur-Dordogne,3136,45.10116676,1.934363084,529087447,23,5.29E+13,25-01-2021 00:00,,04-03-2021 08:45,FALSE,15-12-2010 00:00,5499,OPTIQUE DUFFEAL,,,,,,,,,,,,,,47.78A,,N,,,15,04-03-2021 08:45,PME,2019,,ARGENTAT-SUR-DORDOGNE,,,,,OPTIQUE DUFFEAL,21 AV PASTEUR 19400,  ,5967,529087447,23,,0,0,0,0,0,,0,01-07-2016 00:00,,21+AV+PASTEUR+19400+Argentat-sur-Dordogne,45.093435,1.935921
52932292711,539,36006,Argenton-sur-Creuse,Argenton-sur-Creuse,11,24,Centre-Val de Loire,36,6,Argenton-sur-Creuse,5140,46.57878626,1.49262831,529322927,11,5.29E+13,31-12-2010 00:00,2019,27-10-2021 08:36,TRUE,31-12-2010 00:00,5499,MARLU,,,,,,,,,,,,,,47.78A,,N,2,2019,11,27-10-2021 08:36,PME,2019,,ARGENTON-SUR-CREUSE,,OV,,,OPTIQUE VIGNERON,14 RUE GRANDE 36200,  ,7760,,,,0,0,0,0,0,,0,01-01-2022 00:00,https://www.optiquevigneron.fr/,14+RUE+GRANDE+36200+Argenton-sur-Creuse,46.587956,1.518591
7.75E+11,539,36006,Argenton-sur-Creuse,Argenton-sur-Creuse,11,24,Centre-Val de Loire,36,6,Argenton-sur-Creuse,5140,46.57878626,1.49262831,775347891,670,7.75E+13,01-07-2009 00:00,2019,27-10-2021 08:53,FALSE,01-04-1971 00:00,8210,VYV 3 CENTRE VAL DE LOIRE MUTUALITE FRANCAISE CENTRE VAL DE LOIRE SSAM,,,,,,,,,,,,,,65.12Z,,O,42,2019,1439,15-03-2022 13:27,ETI,2019,,ARGENTON-SUR-CREUSE,,LES OPTICIENS MUTUALISTES,,,,6 PL DE LA REPUBLIQUE 36200,  ,7760,,,ecouter voir,1,0,0,0,0,,0,01-01-2022 00:00,https://www.ecoutervoir.fr/,6+PL+DE+LA+REPUBLIQUE+36200+Argenton-sur-Creuse,46.588513,1.51926
41177687555,509,54039,Baccarat,Baccarat,11,44,Grand Est,54,39,Baccarat,4392,48.44996564,6.740576416,411776875,55,4.12E+13,01-10-2017 00:00,,08-11-2017 10:14,FALSE,06-01-1997 00:00,5499,OPTIQUE LEMESLE,,KRYS,,,,,,,,,,,,47.78A,,,3,2019,14,27-10-2021 08:35,PME,2019,,BACCARAT,,,,,,21 RUE ADRIEN MICHAUT 54120,  ,8615,,,vision plus,1,0,1,1,1,,1,01-08-2021 00:00,https://www.lecollectifdeslunetiers.fr/opticien/france/meurthe-et-moselle/opticien-baccarat/baccarat-meurthe-et-moselle,21+RUE+ADRIEN+MICHAUT+54120+Baccarat,48.448415,6.737004
40529882912,529,31042,Bagnères-de-Luchon,Bagnères-de-Luchon,11,76,Occitanie,31,42,Bagnères-de-Luchon,2455,42.73614773,0.626640396,405298829,12,4.05E+13,15-05-1996 00:00,2019,27-10-2021 08:31,TRUE,15-05-1996 00:00,5499,LUCHON OPTIQUE SARL,,LUCHON OPTIQUE,,,,,,,,,,,,47.78A,,,1,2019,12,27-10-2021 08:31,PME,2019,,BAGNERES-DE-LUCHON,,,,,,17 ALL D ETIGNY 31110,  ,8227,405298829,12,optic 2000,0,0,0,0,0,,0,01-10-2018 00:00,https://opticiens.optic2000.com/opticien-luchon-31110-1758,17+ALL+D+ETIGNY+31110+Bagnères-de-Luchon,42.789664,0.592056
44249340935,587,66016,Banyuls-sur-Mer,Banyuls-sur-Mer,11,76,Occitanie,66,16,Banyuls-sur-Mer,4838,42.46147503,3.099896538,442493409,35,4.42E+13,31-03-2020 00:00,,26-06-2020 14:18,TRUE,25-06-2002 00:00,5499,OPTI'CIL,,,,,,,,,,,,,,47.78A,,N,NN,,35,09-07-2020 11:16,PME,2019,,BANYULS-SUR-MER,,,,,,7 AV DU PUIG DEL MAS 66650,  ,6210,,,,1,0,1,0,0,,0,01-12-2021 00:00,https://www.monopticien.com/,7+AV+DU+PUIG+DEL+MAS+66650+Banyuls-sur-Mer,42.481315,3.128384
50322860326,587,66016,Banyuls-sur-Mer,Banyuls-sur-Mer,11,76,Occitanie,66,16,Banyuls-sur-Mer,4838,42.46147503,3.099896538,503228603,26,5.03E+13,01-01-2009 00:00,,14-11-2019 14:00,FALSE,01-04-2008 00:00,5499,CAMP BANYULS,,OPTIQUE COTE VERMEILLE,,,,,,,,,,,,47.78A,,,2,2019,18,27-10-2021 08:06,PME,2019,,BANYULS-SUR-MER,,,,,,19 RUE SAINT PIERRE 66650,  ,6210,,,,,,,,,,,,,19+RUE+SAINT+PIERRE+66650+Banyuls-sur-Mer,42.48273,3.128204
50322860334,587,66016,Banyuls-sur-Mer,Banyuls-sur-Mer,11,76,Occitanie,66,16,Banyuls-sur-Mer,4838,42.46147503,3.099896538,503228603,34,5.03E+13,01-10-2009 00:00,2019,27-10-2021 08:06,FALSE,01-04-2008 00:00,5499,CAMP BANYULS,,OPTIQUE COTE VERMEILLE,,,,,,,,,,,,47.78A,,,2,2019,18,27-10-2021 08:06,PME,2019,,BANYULS-SUR-MER,,OPTIQUE COTE VERMEILLE,,,,2 AV DE LA REPUBLIQUE 66650,  ,6210,,,,0,0,0,0,0,,1,01-10-2019 00:00,,2+AV+DE+LA+REPUBLIQUE+66650+Banyuls-sur-Mer,42.48295,3.128995
43930276110,491,62080,Bapaume,Bapaume,11,32,Hauts-de-France,62,80,Bapaume,4202,50.1013648,2.855016406,439302761,10,4.39E+13,01-10-2001 00:00,2019,06-11-2021 14:28,TRUE,01-10-2001 00:00,5710,SOCIETE DANGUY,,OPTIQUE 2000 DANGUY,,,,,,,,,,,,47.78A,,N,2,2019,10,06-11-2021 14:28,PME,2019,,BAPAUME,,,,,,16 RUE DE PERONNE 62450,  ,9617,439302761,10,optic 2000,1,0,1,1,1,,0,02-05-2022 00:00,https://opticiens.optic2000.com/opticien-bapaume-62450-1178,16+RUE+DE+PERONNE+62450+Bapaume,50.102732,2.849912
7.84E+11,491,62080,Bapaume,Bapaume,11,32,Hauts-de-France,62,80,Bapaume,4202,50.1013648,2.855016406,783712045,781,7.84E+13,01-07-2015 00:00,2019,27-10-2021 08:55,FALSE,01-01-1900 00:00,8210,MUTUALITE FRANCAISE AISNE NORD PAS DE CALAIS,,F.N.M.F.,,,,,,,,,,,,65.12Z,,O,41,2019,930,16-02-2022 13:44,ETI,2019,OPTIQUE BAPAUME,BAPAUME,,,,,,2 RUE DE PERONNE 62450,  ,9617,783712045,781,ecouter voir,1,1,1,1,0,,1,01-04-2022 00:00,https://www.ecoutervoir.fr/trouver-un-magasin/bapaume/,2+RUE+DE+PERONNE+62450+Bapaume,50.10325,2.849515
88799992813,491,62080,Bapaume,Bapaume,11,32,Hauts-de-France,62,80,Bapaume,4202,50.1013648,2.855016406,887999928,13,8.88E+13,25-06-2020 00:00,,12-03-2021 08:51,TRUE,25-06-2020 00:00,5499,CLARI OPTIQUE,,,,,,,,,,,,,,47.78A,,N,,,13,12-03-2021 08:51,,,CENTRE COMMERCIAL CARREFOUR MARKET,BAPAUME,,,,,, RUE DES FRERES DAVION 62450,  ,9617,887999928,13,krys,1,0,0,0,0,,0,01-01-2021 00:00,https://www.krys.com/opticien/france/pas-de-calais/opticien-bapaume/bapaume-carrefourmarket,RUE+DES+FRERES+DAVION+62450+Bapaume,50.106558,2.84526
91075679010,491,62080,Bapaume,Bapaume,11,32,Hauts-de-France,62,80,Bapaume,4202,50.1013648,2.855016406,910756790,10,9.11E+13,17-01-2022 00:00,,14-03-2022 13:17,TRUE,17-01-2022 00:00,5710,HDF OPTIC,,,,,,,,,,,,,,47.78A,,N,,,10,14-03-2022 13:17,,,,BAPAUME,,HDP OPTIC,,,HDP OPTIC,17 RUE D ARRAS 62450,  ,9617,910756790,10,,,,,,,,,,,17+RUE+D+ARRAS+62450+Bapaume,50.104631,2.849204
31553669822,644,10034,Bar-sur-Seine,Bar-sur-Seine,11,44,Grand Est,10,34,Bar-sur-Seine,3202,48.11272219,4.378809821,315536698,22,3.16E+13,01-04-2004 00:00,2019,27-10-2021 08:19,TRUE,01-01-1979 00:00,1000,,,,,,M,GUICHON,,ROGER,PAUL,,,ROGER,,47.78A,,,1,2019,22,27-10-2021 08:19,PME,2019,,BAR-SUR-SEINE,,,,,, CHE DU VAL MORE 10110,  ,4757,315536698,22,,,,,,,,,,,CHE+DU+VAL+MORE+10110+Bar-sur-Seine,48.112682,4.38876
48035890217,644,10034,Bar-sur-Seine,Bar-sur-Seine,11,44,Grand Est,10,34,Bar-sur-Seine,3202,48.11272219,4.378809821,480358902,17,4.80E+13,01-01-2005 00:00,2019,27-10-2021 08:16,TRUE,01-01-2005 00:00,5710,ROSS OPTICIENS,,,,,,,,,,,,,,47.78A,,N,1,2019,17,27-10-2021 08:16,PME,2019,,BAR-SUR-SEINE,,,,,,96 RUE DE LA RESISTANCE 10110,  ,4757,480358902,17,,0,0,0,0,0,,0,01-07-2015 00:00,https://rossopticiens.fr/,96+RUE+DE+LA+RESISTANCE+10110+Bar-sur-Seine,48.112902,4.373879
87939712316,644,10034,Bar-sur-Seine,Bar-sur-Seine,11,44,Grand Est,10,34,Bar-sur-Seine,3202,48.11272219,4.378809821,879397123,16,8.79E+13,03-12-2019 00:00,,27-07-2020 19:34,TRUE,03-12-2019 00:00,5710,COLUMBIA,,,,,,,,,,,,,,47.78A,,N,,,16,27-07-2020 19:34,PME,2019,,BAR-SUR-SEINE,,,,,PHIL'OPTIQUE,19 RUE DE LA REPUBLIQUE 10110,  ,4757,879397123,16,,0,0,0,0,0,,0,01-02-2020 00:00,https://www.facebook.com/PhilOptique-101538314791101/,19+RUE+DE+LA+REPUBLIQUE+10110+Bar-sur-Seine,48.114449,4.375571
52190718810,526,56010,Baud,Baud,11,53,Bretagne,56,10,Baud,6454,47.87539827,-3.031315247,521907188,10,5.22E+13,01-04-2010 00:00,2018,25-08-2020 10:36,TRUE,01-04-2010 00:00,5499,OPTIQUE MICHARD BAUD,O.M.B.,,,,,,,,,,,,,47.78A,,,0,2018,10,25-08-2020 10:36,PME,2019,,BAUD,,,,,,11 PL LE SCIELLOUR 56150,  ,8247,,,optic 2000,1,0,1,1,1,,0,01-05-2022 00:00,https://opticiens.optic2000.com/opticien-baud-56150-2524,11+PL+LE+SCIELLOUR+56150+Baud,47.875022,-3.020014
81944138719,526,56010,Baud,Baud,11,53,Bretagne,56,10,Baud,6454,47.87539827,-3.031315247,819441387,19,8.19E+13,30-03-2016 00:00,2019,27-10-2021 09:24,TRUE,30-03-2016 00:00,5499,OPTIC BAUD,,,,,,,,,,,,,,47.78A,,,1,2019,19,27-10-2021 09:24,PME,2019,,BAUD,,,,,,6 PL DU MARCHE 56150,  ,8247,,,vision plus,1,0,1,0,1,,0,01-02-2021 00:00,https://www.lecollectifdeslunetiers.fr/opticien/france/morbihan/opticien-baud/baud,6+PL+DU+MARCHE+56150+Baud,47.875793,-3.019188
50529418127,606,82013,Beaumont-de-Lomagne,Beaumont-de-Lomagne,11,76,Occitanie,82,13,Beaumont-de-Lomagne,3933,43.87672836,1.010595888,505294181,27,5.05E+13,18-04-2014 00:00,2019,27-10-2021 08:10,TRUE,10-06-2008 00:00,5499,OPTIQUE DUILHE-JOURDAIN,,,,,,,,,,,,,,47.78A,,N,2,2019,27,27-10-2021 08:10,PME,2019,,BEAUMONT-DE-LOMAGNE,,,,,,2 RUE PIERRE FERMAT 82500,  ,5861,505294181,27,optic 2000,0,0,0,0,0,,0,30-04-2021 00:00,https://opticiens.optic2000.com/opticien-beaumont-de-lomagne-82500-2262,2+RUE+PIERRE+FERMAT+82500+Beaumont-de-Lomagne,43.883035,0.987967
80250744219,606,82013,Beaumont-de-Lomagne,Beaumont-de-Lomagne,11,76,Occitanie,82,13,Beaumont-de-Lomagne,3933,43.87672836,1.010595888,802507442,19,8.03E+13,22-05-2014 00:00,,14-11-2019 14:01,TRUE,22-05-2014 00:00,5499,ELO OPTIC,,,,,,,,,,,,,,47.78A,,,,,19,09-07-2020 12:15,PME,2019,,BEAUMONT-DE-LOMAGNE,,HABILLEZ VOTRE REGARD,,,ELO OPTIC,16 PL GAMBETTA 82500,  ,5861,802507442,19,,0,0,0,0,0,,0,01-01-2021 00:00,https://habillezvotreregard-beaumontdelomagne.monopticien.com/,16+PL+GAMBETTA+82500+Beaumont-de-Lomagne,43.883048,0.988346
81747158426,556,22209,Beaussais-sur-Mer,Pleslin-Trigavou,12,53,Bretagne,22,209,Beaussais-sur-Mer,3618,48.55966882,-2.128383627,817471584,26,8.17E+13,06-01-2020 00:00,,04-03-2020 08:36,TRUE,29-12-2015 00:00,5499,LES LUNETTES D EGLANTINE,,,,,,,,,,,,,,47.78A,,N,1,2019,26,27-10-2021 09:22,PME,2019,PLOUBALAY,BEAUSSAIS-SUR-MER,,LES LUNETTES D'EGLANTINE,,,LES LUNETTES D'EGLANTINE,1 PL DU MARTRAY 22650,  ,7319,,,,0,0,0,0,0,,0,01-03-2021 00:00,https://www.facebook.com/leslunettesdeglantine/?ref=hl,1+PL+DU+MARTRAY+22650+Beaussais-sur-Mer,48.580383,-2.140018
49160288426,511,87011,Bellac,Bellac,11,75,Nouvelle-Aquitaine,87,11,Bellac,3955,46.10491226,1.041164672,491602884,26,4.92E+13,15-07-2015 00:00,,23-02-2021 13:58,TRUE,24-08-2006 00:00,5499,VICHERY OPTIQUE,,,,,,,,,,,,,,47.78A,,,NN,,26,04-08-2017 03:58,PME,2019,,BELLAC,,,,,,36 RUE THIERS 87300,  ,8696,,,,,,,,,,,,,36+RUE+THIERS+87300+Bellac,46.120525,1.047575
7.76E+11,511,87011,Bellac,Bellac,11,75,Nouvelle-Aquitaine,87,11,Bellac,3955,46.10491226,1.041164672,775716673,196,7.76E+13,01-01-1986 00:00,2019,27-10-2021 08:54,FALSE,01-01-1900 00:00,9220,MUTUALITE FRANCAISE LIMOUSINE,,,,,,,,,,,,,,65.12Z,,O,41,2019,14,07-01-2022 08:39,ETI,2019,ECOUTER VOIR OPTIQUE BELLAC,BELLAC,,ECOUTER VOIR OPTIQUE BELLAC,,,,12 AV DENFERT ROCHEREAU 87300,  ,8696,,,ecouter voir,1,1,1,1,1,,0,01-02-2021 00:00,https://www.ecoutervoir.fr/,12+AV+DENFERT+ROCHEREAU+87300+Bellac,46.121234,1.050198
83479830813,511,87011,Bellac,Bellac,11,75,Nouvelle-Aquitaine,87,11,Bellac,3955,46.10491226,1.041164672,834798308,13,8.35E+13,01-01-2018 00:00,2019,27-10-2021 09:39,TRUE,01-01-2018 00:00,5710,BEL'OPTIC,,,,,,,,,,,,,,47.78A,,,2,2019,13,27-10-2021 09:39,PME,2019,,BELLAC,,BEL'OPTIC,,,BEL'OPTIC,20 AV RENE COTY 87300,  ,8696,,,,0,0,0,0,0,,0,01-10-2014 00:00,https://www.beloptic.fr/,20+AV+RENE+COTY+87300+Bellac,46.129281,1.054926
44279180248,605,56013,Belz,Belz,11,53,Bretagne,56,13,Belz,3767,47.67198182,-3.162459475,442791802,48,4.43E+13,09-07-2021 00:00,,17-08-2021 14:21,FALSE,01-08-2002 00:00,5710,BREIZ OPTIQUE,,,,,,,,,,,,,,47.78A,,N,1,2019,14,27-10-2021 08:23,PME,2019,,BELZ,,,,,,7 RUE DU COUVENT 56550,  ,5927,,,optic 2000,1,0,1,1,1,,0,01-09-2021 00:00,https://opticiens.optic2000.com/opticien-belz-56550-2251,7+RUE+DU+COUVENT+56550+Belz,47.674184,-3.17076
50053091024,605,56013,Belz,Belz,11,53,Bretagne,56,13,Belz,3767,47.67198182,-3.162459475,500530910,24,5.01E+13,01-12-2007 00:00,,02-05-2017 08:39,FALSE,01-12-2007 00:00,5499,LALOPTIC BELZ,,OPTIQUE DE LA RIA,,,,,,,,,,,,47.78A,,,NN,,16,18-12-2020 11:08,PME,2019,,BELZ,,LALOPTIC,,,, RUE DU STADE 56550,  ,5927,,,,,,,,,,,,,RUE+DU+STADE+56550+Belz,47.669576,-3.172701
44058034825,577,27065,Beuzeville,Beuzeville,11,28,Normandie,27,65,Beuzeville,4667,49.33800791,0.342706714,440580348,25,4.41E+13,01-08-2006 00:00,2019,27-10-2021 08:20,FALSE,04-01-2002 00:00,5499,TOPOPHIS,,OPTIC 2000,,,,,,,,,,,,47.78A,,,2,2019,17,27-10-2021 08:20,PME,2019,,BEUZEVILLE,,TOP'OPTIC,,,,150 RUE CONSTANT FOUCHE 27210,  ,6488,,,,1,0,0,0,1,,0,01-07-2021 00:00,,150+RUE+CONSTANT+FOUCHE+27210+Beuzeville,49.345247,0.342805
52538787431,577,27065,Beuzeville,Beuzeville,11,28,Normandie,27,65,Beuzeville,4667,49.33800791,0.342706714,525387874,31,5.25E+13,30-11-2021 00:00,,31-01-2022 10:19,TRUE,17-09-2010 00:00,5710,BILLOTTE OPTIQUE,,,,,,,,,,,,,,47.78A,,N,,,31,31-01-2022 10:19,PME,2019,,BEUZEVILLE,,,,,OPTIQUE VOLOIR,9 RUE DE VERDUN 27210,  ,6488,,,,1,0,1,0,0,,0,01-09-2018 00:00,,9+RUE+DE+VERDUN+27210+Beuzeville,49.345722,0.341887
31833905848,517,57089,Bitche,Bitche,11,44,Grand Est,57,89,Bitche,5216,49.04734717,7.459601871,318339058,48,3.18E+13,19-12-1991 00:00,2019,27-10-2021 08:20,TRUE,01-06-1980 00:00,5499,ALSALOR OPTIQUE,,OPTIQUE DU CENTRE,,,,,,,,,,,,47.78A,,,3,2019,48,27-10-2021 08:20,PME,2019,,BITCHE,,,,,,48 RUE MARECHAL FOCH 57230,  ,8601,,,,0,0,0,0,0,,1,01-06-2019 00:00,,48+RUE+MARECHAL+FOCH+57230+Bitche,49.050148,7.42642
