commune_code,long_centroid,lat_centroid
18233,2.853900907,47.34629443
55463,5.581652087,48.8914216
76159,0.633302108,49.77559138
44187,-2.066290299,47.22519466
83119,6.663458139,43.26230594
40284,-1.300403566,43.65894712
41232,2.045034432,47.4132717
64499,-0.917735555,43.46830662
84122,4.957358741,44.09938742
61464,0.169443678,48.60438205
76672,1.544836207,49.62765674
59571,3.519560338,50.17215416
30321,4.082349796,43.7755496
40310,-1.328212605,43.74975447
39475,5.336095819,46.43748717
32442,0.554069369,43.90256744
69248,4.323445201,46.04889103
73304,6.998587733,45.43101967
18241,2.821052868,47.32550343
73215,6.111363331,45.45963685
50639,-1.232400722,48.82258424
27495,1.34412897,49.26097635
27194,1.37088955,49.2828178
27337,1.321318352,49.28735701
27315,1.500205372,49.2488245
27635,1.367965185,49.2599893
27683,1.399200335,49.22214981
68294,7.207744581,48.26815806
68283,7.242950699,48.29343336
40054,-0.701867102,43.63163544
40172,-0.502431597,43.59210052
40253,-0.676025256,43.65440909
40069,-0.64911842,43.58748854
40079,-0.668349086,43.62487951
40223,-0.55770641,43.57183651
40138,-0.592055386,43.61041938
40198,-0.572187019,43.60443257
40190,-0.545435518,43.61539037
40189,-0.535369138,43.558766
40089,-0.646159241,43.69254827
40130,-0.606278479,43.61567938
40299,-0.643759611,43.66415762
40188,-0.639017363,43.61671027
40232,-0.591777372,43.58352063
48138,3.277731147,44.50392527
48124,3.332990118,44.6321059
48168,3.306913612,44.60437915
48103,3.329682464,44.55777727
48107,3.307741626,44.5212212
48032,3.223117723,44.62891183
48099,3.23194721,44.53348026
48005,3.254213018,44.58832338
48165,3.175366696,44.59858313
79164,-0.050683064,46.18540697
79313,-0.094664357,46.29030473
79301,-0.036495535,46.21310212
79064,-0.077902077,46.20347902
79251,-0.134697115,46.1858941
16181,0.648913616,46.07012505
16007,0.525719462,46.0201723
16131,0.720671125,46.02638843
16164,0.581830209,46.04989525
16009,0.556695538,45.97463908
16065,0.776951664,46.06744781
16128,0.538185074,46.06914659
86200,0.566703884,46.11830547
16001,0.715852902,46.09946739
16205,0.621871358,45.93414702
16249,0.782913444,46.11442738
16337,0.700015205,45.969057
16016,0.619700352,45.99429165
27224,0.876395392,49.12948349
27482,0.897139504,49.19990362
27210,0.834691973,49.12416118
27219,0.874293554,49.18272324
27698,0.88741444,49.1683657
27192,0.931309241,49.15199023
27354,0.9267364,49.17709205
27498,0.832870247,49.14667217
27663,0.91745427,49.19289424
27576,0.840479022,49.16818066
27630,0.803616467,49.14075891
27695,0.859733219,49.14682966
66199,2.678844825,42.51685926
66160,2.705726296,42.47509014
62387,2.798394542,50.10199253
62593,2.86770025,50.02846244
62064,2.833134932,50.10436204
62708,2.88116763,50.08793537
62353,2.902935887,50.11273751
62855,2.905879682,50.07924132
62079,2.889883255,50.10122105
62876,2.791442532,50.08165913
62121,2.876207314,50.13214727
80397,2.843428541,50.06059221
62839,2.904476813,50.14413092
62493,2.956439794,50.10956682
80314,2.817690147,50.05016092
62410,2.9373375,50.09301821
62515,2.824755062,50.07960586
62777,2.782984821,50.06683593
62122,2.932625588,50.11881091
62082,2.938532999,50.07163782
62093,2.869906614,50.07277793
62829,2.892261157,50.05027584
50121,-1.16734263,48.80775186
50185,-1.264833591,48.84896676
50048,-1.157669753,48.85794724
50262,-1.283923034,48.81912573
50137,-1.195191171,48.8758658
50060,-1.248598003,48.87043365
50521,-1.152342452,48.81691509
50336,-1.270169879,48.89138857
50453,-1.190472886,48.83381755
50130,-1.201695156,48.79950191
2050,3.749404717,50.03978049
2308,3.697872663,50.04813097
2067,3.711889455,50.02972337
2103,3.714288391,50.01164741
2269,3.703414514,49.96530433
2286,3.753152038,49.98220568
2298,3.65910849,49.99979359
2548,3.686478793,49.98310538
2324,3.844837231,50.03139851
2569,3.653039278,50.02323177
2419,3.776795951,49.96039179
2558,3.809612998,50.008582
64556,-0.702590111,43.35567804
64306,-0.630234429,43.35152891
64301,-0.667360472,43.38282482
40021,-1.295655802,43.79840893
53165,-0.999246441,47.84702397
53012,-0.936294856,47.8821838
53240,-1.028144325,47.81536283
53135,-0.992632599,47.88884388
53035,-0.985034467,47.8063541
53068,-0.926339866,47.8004135
53253,-1.089359185,47.81584261
53258,-1.058432789,47.84670425
19070,2.113469676,45.42378398
19046,2.051442006,45.35854974
19249,1.970225712,45.45513477
19225,2.096464714,45.2483808
19143,2.01547961,45.34636159
19263,2.063214129,45.44517438
19088,1.930094058,45.48767544
19106,2.159111809,45.29751313
19176,2.011268398,45.38825914
19287,1.93256516,45.37287603
19159,2.026125786,45.47260386
19145,2.10106327,45.37947734
19208,2.114836042,45.3236072
39054,5.530168432,46.90297879
39159,5.571144565,46.87873577
39136,5.529373443,46.86022957
39191,5.607652092,46.82508322
39354,5.639099037,46.89444681
39028,5.633296545,46.91622219
39040,5.717640756,46.81047198
39426,5.690588746,46.79431783
39535,5.666971291,46.86636365
39330,5.666269155,46.80631834
39049,5.59535004,46.85711359
39486,5.597743952,46.80416485
39094,5.738994207,46.84488714
39263,5.690371345,46.88949084
39119,5.544242602,46.87971309
39401,5.598446971,46.91461287
39081,5.725657731,46.86975558
39127,5.7451808,46.82485458
39570,5.568869091,46.92570277
39386,5.599705399,46.89336144
39548,5.727325875,46.82300685
57079,6.476601749,49.33148873
57131,6.595395182,49.28413098
57457,6.429257444,49.32061162
57567,6.513305482,49.26803235
57016,6.553274696,49.27653834
57329,6.49982878,49.2571291
57235,6.482822626,49.29044332
57691,6.516167904,49.24694883
57700,6.525026768,49.27657394
57213,6.530289134,49.32482586
57516,6.581757534,49.27384773
64045,-1.023802803,43.2549282
64036,-0.988841913,43.37148512
64294,-1.063666081,43.39043471
64429,-1.064420963,43.29007462
64120,-1.096553565,43.31093083
64034,-0.991623812,43.3406476
64539,-1.018753509,43.27390717
64010,-1.016232664,43.35375981
64435,-0.95261723,43.3725279
64437,-1.068271136,43.26010427
64235,-1.058481799,43.33998753
64228,-1.030640677,43.37683
64105,-1.09781779,43.35137279
64018,-1.042763213,43.34385726
64368,-1.086843331,43.39179337
64345,-0.966345492,43.27100435
64221,-0.928235537,43.33121522
64362,-1.07329803,43.34959471
64019,-1.124264324,43.36258748
64049,-0.92825368,43.30907242
64319,-1.002865732,43.28972428
64202,-0.966382738,43.32643504
64106,-1.008179101,43.31876369
64272,-1.032564292,43.40230055
7150,4.353053702,44.88572587
7108,4.392661141,44.92042346
7123,4.318860432,44.9545626
7215,4.478462296,44.88506419
7209,4.287759337,44.84475439
7222,4.45391186,44.92650045
7054,4.307195275,44.92993996
7276,4.455536288,44.8987327
7165,4.477363411,44.92790185
7269,4.370418934,44.93644025
7248,4.418957453,44.95534565
7290,4.500852651,44.94722088
7220,4.439300866,44.86963498
7049,4.298638584,44.82960732
7082,4.357747134,44.85161738
7001,4.391930672,44.88840841
7267,4.251518659,44.86258063
7030,4.511845149,44.8691849
7064,4.421172283,44.90771043
7012,4.317547685,44.90029192
1202,5.329418641,45.89169727
1386,5.376579672,45.88631291
1411,5.430753197,45.8780006
46235,1.725624398,44.70159832
46238,1.703999085,44.8061197
46193,1.703936752,44.8602705
46132,1.779702843,44.73863269
46189,1.805068008,44.81341006
46003,1.68554783,44.83349351
46030,1.787888996,44.77769674
46018,1.673372831,44.71556702
46181,1.692576846,44.68335257
46090,1.767801719,44.67913596
46318,1.821048726,44.73617272
46317,1.75204815,44.8241588
46165,1.766202721,44.80186432
46243,1.854611241,44.75463135
46002,1.813192587,44.76788191
46319,1.850221995,44.71844514
46078,1.633178797,44.76988696
61044,-0.478136465,48.84886465
14512,-0.582973962,48.89077839
14756,-0.543179631,48.90915003
14496,-0.605412764,48.91961186
14572,-0.503423333,48.86487852
61281,-0.674968955,48.83392862
57061,6.838111485,49.13432494
57644,6.831600614,49.10820768
54154,6.720519451,48.42712718
54065,6.811524351,48.43557274
54519,6.806421705,48.40766059
54217,6.731414007,48.4765283
54201,6.656093563,48.44857114
54539,6.817256133,48.48140769
54229,6.688159313,48.4575561
54365,6.778794217,48.47373152
54560,6.81318756,48.46114037
54450,6.776841984,48.50848021
54287,6.769933658,48.41768248
54555,6.75652206,48.52065423
73095,6.117877172,45.47505362
73217,6.136727514,45.47161452
73021,6.170351581,45.4098123
73052,6.211777557,45.48204149
73289,6.186151463,45.47192156
73099,6.098963331,45.4464327
73205,6.236149768,45.49693332
73207,6.168928619,45.44193664
73302,6.152287528,45.50396532
73316,6.135039737,45.48626407
73311,6.187089074,45.44991704
73315,6.173815582,45.5005576
87017,1.108151173,46.12784603
87052,1.002140859,46.16028329
87061,1.148661374,46.16525081
87069,0.844416106,46.1097343
87097,0.891364627,46.08981919
87116,1.020194854,46.13109269
87121,1.180276802,46.12893341
87139,0.938464008,46.16307161
87172,1.079040402,46.17318953
87206,1.214354049,46.16961782
17121,-1.436374558,46.20142368
71152,3.866571231,46.70081097
71301,3.827723513,46.63169187
3245,3.656441545,46.67417262
71589,3.717310645,46.6800327
71220,3.792292061,46.54821919
71255,3.721632695,46.64832021
58245,3.636272692,46.77453641
71273,3.80905757,46.67509259
71075,3.852051505,46.59357283
71155,3.711576612,46.72042874
15010,2.318593772,45.29877292
15137,2.473278482,45.23347933
15079,2.367712967,45.26927474
15024,2.265770325,45.20398836
15003,2.326179947,45.16472214
15036,2.264778174,45.24743669
15218,2.539278015,45.20747267
15261,2.366611881,45.22340058
15006,2.465420444,45.19679351
15186,2.380625768,45.12446047
15063,2.388971832,45.16239511
15220,2.400458305,45.18744335
15123,2.414741945,45.26276115
15230,2.335056064,45.27564101
15064,2.331057928,45.16849264
4049,5.992306237,44.08510871
4079,6.034757314,44.08166085
4244,6.034258423,44.12378972
4211,6.044906934,44.15861837
57639,7.406272637,49.08028733
57594,7.521889711,49.09018168
57301,7.495480724,49.07648668
57402,7.496462494,49.12179512
57376,7.365608719,49.03007933
57188,7.519991418,49.02425583
57577,7.395918652,49.03892553
57294,7.442120323,49.10379215
57651,7.355967606,49.05097466
65045,-0.202521085,42.98621398
65396,-0.092487333,42.9754136
65371,-0.07131623,42.99313992
65393,-0.043467688,43.01551711
65036,-0.041393234,42.97786242
65021,-0.119059922,42.95929875
65077,0.02294962,42.95185859
65362,-0.074628371,42.96232135
65400,-0.170930714,43.03051149
65467,-0.031135518,42.99348523
65022,-0.160618672,42.9959123
65420,-0.129764922,43.01964604
65182,-0.181895023,42.99341133
65029,-0.14388413,42.96719493
65267,-0.088262281,42.99252806
65001,-0.076688717,42.97444902
65202,-0.120478178,43.01255834
65458,-0.090160609,42.95794604
47012,0.170510409,44.28614369
47286,-0.021169445,44.23221894
47212,0.075370962,44.35344397
47010,-0.001269498,44.35584235
47119,0.042231361,44.19203213
47026,0.032158383,44.31333518
47227,0.03723505,44.36868318
47222,0.118375899,44.28294177
47148,0.176396313,44.33337591
47205,0.000578029,44.27206678
47093,0.1574171,44.23001337
47254,-0.025080922,44.33128696
47208,0.058177959,44.2397742
38343,5.639448842,45.56200693
38398,5.667748388,45.50828059
46192,1.588773606,44.86815629
46086,1.529948117,44.96215497
46016,1.55491334,44.92426765
46337,1.545623588,44.89933888
46145,1.480495484,44.93771433
24089,1.42953503,44.88206156
46293,1.550824093,44.88165343
46239,1.439631014,44.86460975
46220,1.519058349,44.86072174
46153,1.469751182,44.87012713
4088,5.788200307,43.96032982
4178,5.780387781,44.06729226
4151,5.835959495,43.96236883
4104,5.723338472,43.98696539
4206,5.85667454,44.00464226
4087,5.794110133,44.00615665
4141,5.725377675,44.03180178
64155,-1.184772657,43.18767746
64297,-1.161664809,43.1871505
64283,-1.207574769,43.20434968
64154,-1.146954553,43.16933328
64047,-1.276035916,43.0855521
64166,-1.220039745,43.14880616
64275,-1.239464362,43.18321037
64379,-1.082431904,43.08308751
64484,-1.206819911,43.17181013
64026,-1.300780512,43.14615518
64274,-1.288336644,43.18471553
64066,-1.262791813,43.18350194
64107,-1.084788343,43.12003904
64013,-1.159181016,43.21415046
64492,-1.234610278,43.08965748
64011,-1.197180362,43.13431148
64538,-1.250620883,43.12879895
64327,-1.124413326,43.06753941
64218,-1.182052613,43.0817959
64322,-1.283667141,43.13593542
64008,-1.163521612,43.14378929
1001,4.925824162,46.15359491
1093,4.958029651,46.12289803
1146,4.901640882,46.14152625
1319,4.941629872,46.08413785
1272,5.009090035,46.15672333
22133,-2.251121528,48.17571182
35302,-2.155617953,48.16947503
35117,-2.228619237,48.11842958
56074,-2.966537053,47.90534006
57397,6.654610904,48.73671663
57270,6.690643628,48.82914674
57664,6.76161914,48.78106398
57268,6.737374034,48.86738584
57161,6.836079175,48.84508473
57272,6.819917527,48.80229613
57621,6.637803266,48.81399699
57053,6.800260218,48.87250346
57404,6.748755686,48.8000154
57266,6.702276389,48.77787524
57448,6.615353593,48.78227448
57090,6.676570638,48.78952698
57446,6.788962419,48.88983287
57035,6.798960385,48.76666182
57405,6.755984435,48.81948335
57763,6.800417431,48.82224774
57706,6.745730505,48.84090392
57265,6.714301866,48.84035421
57181,6.824203429,48.86122467
57278,6.843540006,48.88007031
57081,6.789109455,48.84382946
57295,6.60594848,48.80872697
57098,6.763781775,48.87437017
57246,6.737405798,48.76118699
57434,6.78417828,48.70982631
57417,6.864384305,48.86522336
57099,6.73633657,48.72460122
57353,6.656841408,48.76714916
57183,6.688504299,48.75031309
57493,6.663971954,48.80807065
12064,2.783860532,44.58569908
12124,2.854245053,44.48699145
12216,2.822603055,44.53160562
12061,2.88730911,44.53126017
12079,2.732274289,44.57598697
12098,2.686944255,44.56948237
31524,0.606791938,42.83357543
31127,0.521457297,42.84681063
31244,0.629831513,42.80269903
31139,0.665342322,42.94083091
31221,0.477343011,42.78087033
31548,0.618853823,42.9098978
31129,0.5812046,42.80254719
31068,0.529106156,42.81594575
31081,0.486874083,42.86070516
31200,0.664542681,42.96348673
31133,0.5324841,42.75185978
31500,0.630397224,42.77147421
31465,0.568600712,42.81835979
31010,0.588374917,42.83057462
31146,0.509213252,42.85253174
31235,0.607353559,42.88604647
31549,0.641325469,42.81086686
31177,0.68505066,42.92633643
65283,0.439877386,42.8016789
31176,0.635260429,42.94060516
31199,0.662099555,42.95391662
65398,0.630098857,42.95542571
31019,0.640061787,42.82614442
31125,0.507903217,42.82309607
31213,0.496481329,42.80683503
31046,0.634857413,42.86767948
31092,0.635965928,42.88421342
31508,0.555764314,42.83864484
31064,0.54175963,42.82091256
31394,0.591270145,42.81448591
31316,0.666003604,42.89485386
31434,0.492286213,42.82762798
31559,0.568108031,42.80370997
31335,0.54001007,42.84849044
31142,0.586928057,42.85552416
31132,0.597027689,42.87180348
31123,0.557928346,42.7395405
31404,0.496112222,42.74200174
31360,0.622138512,42.79027373
31290,0.599224312,42.87933569
31470,0.5763813,42.75979955
31242,0.474422283,42.82931482
3061,3.246473166,46.0825412
3021,3.142046778,46.12274142
3166,3.181682012,46.13236262
3164,3.240334206,46.16467793
3255,3.154744201,46.07693042
3209,3.226885684,46.07596033
3133,3.19675397,46.15971221
3118,3.177639997,46.0985326
29249,-3.765771525,48.15153115
29036,-3.771433438,48.29143053
29122,-3.839902642,48.13559755
29175,-3.823591573,48.2560806
71463,4.250243918,46.22681202
71327,4.333096467,46.23686138
71110,4.292573178,46.23736783
42229,4.391333702,46.19885402
71428,4.30346647,46.1883659
71533,4.270687581,46.20086771
71148,4.27378844,46.17108892
71008,4.370167128,46.23590053
50042,-1.527969009,48.60337021
50443,-1.459779456,48.49962138
50019,-1.475517423,48.5264207
35222,-1.573623835,48.53099803
10044,4.454800781,48.44945307
10063,4.546979306,48.37317748
10192,4.628447933,48.48795238
10337,4.473734912,48.43335358
10047,4.540579589,48.45324858
10326,4.505763243,48.4578311
10184,4.609176087,48.41656933
10171,4.601689666,48.46032501
10313,4.474501821,48.33401081
10221,4.601471226,48.4305873
10345,4.504993862,48.41115878
10059,4.457942953,48.48271213
10105,4.529844253,48.48200786
10189,4.501068799,48.43549426
10072,4.671136085,48.35838976
10139,4.661435488,48.41516623
10315,4.55447183,48.46215006
10117,4.609531047,48.39829546
10285,4.542283863,48.43353893
10093,4.613833509,48.35811692
10393,4.615443457,48.44281181
10258,4.635973641,48.37905814
10286,4.622431646,48.3406884
10424,4.586046085,48.4814118
10411,4.68756922,48.40391762
10445,4.492089914,48.4795575
10279,4.503028421,48.51720654
10253,4.555818897,48.48696156
28398,1.071697905,48.18954297
28273,1.01135465,48.21268487
28161,1.099245568,48.25977404
28424,1.191090548,48.19084441
28079,1.044067388,48.15313199
28123,1.108738228,48.22475253
67508,7.136240409,48.97172961
67009,6.980379236,48.91557595
67099,7.145643067,48.94837491
67047,7.017760859,48.94566498
57711,6.945353709,48.90559909
67456,7.054362241,48.94767639
67070,7.111847962,48.89789956
67401,7.117831685,48.92820486
67435,7.072274219,48.90807272
67183,7.026528094,48.92385457
67091,7.028252206,48.88759654
36239,1.474634517,46.5172151
36032,1.557025945,46.53005036
36158,1.601609347,46.5322887
36033,1.512382378,46.53175506
36049,1.433615907,46.50769371
36196,1.449546828,46.47914661
57166,6.564611973,48.88848103
57379,6.617386321,48.96492795
57759,6.687295518,48.88983821
57723,6.751427361,48.9422365
57063,6.694516731,48.97231906
57451,6.559406276,48.93028915
57004,6.590885342,48.91642084
57065,6.712182396,48.93324637
57587,6.713763302,48.91070643
57401,6.713934576,48.88196976
57580,6.632657021,48.88918336
57120,6.579606425,48.86202168
57560,6.678034768,48.92480109
57753,6.668076913,48.85481148
57281,6.603453481,48.88526451
57297,6.655513086,48.9672221
57151,6.663711082,48.89168772
57687,6.68669818,48.95028149
57051,6.614708304,48.93807125
57059,6.575339369,48.90144897
57539,6.622122908,48.90862751
24481,0.989692936,45.48315102
24453,0.841549728,45.45301474
24496,0.872475044,45.42403087
24425,0.835287228,45.41317111
24485,0.807621927,45.3807864
24304,0.956576811,45.42584028
24305,0.985769585,45.40806157
24134,0.944651708,45.37331716
24171,0.902170911,45.3873716
32062,-0.008116241,43.82696247
32031,0.136217317,43.79443219
32180,0.200790248,43.89038327
32064,0.13538754,43.88912516
32338,0.19013406,43.81025671
32073,0.007947733,43.86057487
32340,0.03811591,43.87088895
32100,0.1641922,43.88902233
32299,0.161288511,43.80456384
32190,0.224995668,43.80785314
51175,3.608244134,48.92348451
2590,3.563262553,48.95429188
51264,3.602571639,48.81018323
51304,3.65861608,48.89513832
51350,3.658585448,48.9221206
51263,3.704833207,48.89016673
51607,3.620788363,48.94986907
51386,3.547287858,48.80171146
51070,3.641728164,48.84691993
51116,3.564168358,48.77196956
51460,3.50541142,48.83697986
51170,3.697551015,48.8312906
51579,3.499031253,48.79577832
51596,3.625307751,48.88127517
51570,3.684676525,48.86263126
51618,3.452006134,48.80310588
51050,3.597088351,48.84528332
51359,3.526059874,48.85001665
43070,3.439999665,45.15787326
43132,3.528549242,45.12833596
43009,3.410508605,45.11256421
43056,3.530620586,45.06842099
43013,3.62341756,45.11594938
43188,3.54992341,45.16013004
43167,3.563313127,45.08418179
43011,3.445232842,45.12845353
43169,3.357789168,45.11935571
43151,3.385185043,45.03923054
43082,3.362139459,45.08211791
43242,3.457518181,45.05042819
43094,3.404853416,45.085328
62257,2.037844689,50.50277762
62823,2.02088334,50.48522798
62359,2.052447414,50.44867061
62026,2.171255915,50.46590935
62659,2.089167074,50.46552747
62738,2.049810319,50.47258073
62246,2.108994535,50.49850302
62726,2.116746446,50.48320907
62069,2.117059127,50.45870896
62492,1.977982741,50.4595096
62533,2.173743683,50.52131886
62790,2.147072124,50.53449664
62843,2.179842034,50.49377069
62247,2.077098413,50.53277134
62725,2.000510102,50.47222877
62828,2.151609515,50.46962674
62685,2.117152119,50.54702305
62066,2.100162146,50.47960142
62209,2.146859912,50.48635601
62453,2.191253494,50.53409917
62519,2.223169525,50.5116691
55312,5.5391479,48.92311441
55264,5.454600166,48.85177246
55054,5.509809727,48.87321663
55027,5.483560223,48.95312266
55303,5.678683828,48.86575583
55401,5.486661243,48.91078845
55274,5.592989367,48.96472591
55530,5.615803124,48.92898187
55197,5.434432572,48.89880512
55487,5.560180866,48.98857813
55111,5.49735454,48.89230722
55263,5.46852894,48.86604331
55528,5.659486928,48.87669435
55444,5.526323846,48.94977299
55159,5.468187417,48.92803961
55229,5.545826973,48.85644728
74091,6.63153284,46.18119625
74188,6.743849678,46.20652701
74030,6.608236484,46.28324169
74034,6.640123191,46.27238714
74238,6.660672239,46.22789284
74114,6.6597386,46.20229532
74271,6.602913405,46.23960696
56103,-2.660510195,47.95134843
56102,-2.576013416,47.98730212
56070,-2.586257504,47.92535783
88024,6.221070252,48.37784115
88163,6.331874643,48.37604396
88070,6.231965693,48.33148876
88073,6.277742311,48.34711019
88121,6.415040585,48.38452211
88406,6.252453552,48.3484779
88458,6.249659964,48.39668072
88480,6.280092735,48.3370773
88173,6.252115949,48.37104579
42293,4.282547144,46.00550605
28232,0.963157313,48.5362221
28156,0.992233853,48.50880018
28240,0.986378055,48.48416186
28354,1.074000417,48.49021662
61323,0.92783979,48.49326283
28033,1.050884507,48.50585337
28401,0.969258941,48.45996587
18146,2.865829878,47.31805846
18200,2.892022612,47.27094132
18098,2.823710999,47.26053332
18144,2.751199544,47.34806411
18116,2.778414494,47.22921651
18287,2.832505261,47.28227749
18274,2.811340249,47.34836224
18249,2.688376612,47.33421255
18039,2.794086254,47.30951979
18079,2.747390977,47.30453088
18262,2.872960099,47.30062509
18258,2.803280676,47.37177849
56174,-2.887418003,47.88232339
19060,1.598937577,45.48255564
19250,1.532896481,45.50251545
19166,1.650180497,45.42801409
19248,1.51864238,45.44908908
19285,1.519203558,45.37853397
19076,1.595288736,45.39933403
19079,1.645073484,45.46903265
68318,7.215485066,47.96479706
49171,-0.067640039,47.46110337
2116,3.962324932,49.76796449
2341,3.871561776,49.81536594
2369,3.982889353,49.80291196
2384,3.847939483,49.78564364
2401,3.861220502,49.86292871
2404,3.993535206,49.84393851
2444,3.813151947,49.78269022
2535,4.001530237,49.77658292
2321,3.905259525,49.85357982
2331,3.798056847,49.81602598
2681,3.832513481,49.80388493
2357,3.880669327,49.79624689
2623,3.862282374,49.77199634
2373,3.919441809,49.79722827
2789,3.925259052,49.83530487
2688,3.814264837,49.82451179
2740,3.952138322,49.8153305
2759,3.794661747,49.85715235
2657,3.78666163,49.80616463
2823,3.792474712,49.78708009
2826,3.832532175,49.83868656
18224,2.934988233,47.17332503
18110,2.941143478,47.22911401
58164,3.004023572,47.23022557
4073,6.710717809,44.36399223
4062,6.696618432,44.46249417
4019,6.651669165,44.37897141
4195,6.614912385,44.41725367
4086,6.678368518,44.41357645
4120,6.849998133,44.44413511
4161,6.498146971,44.37124795
4193,6.820736288,44.55885424
4096,6.786503696,44.387663
4220,6.561106647,44.39023947
4226,6.670264277,44.3190749
